# id,Word,Part of Speech,Per Million Words,Length
4819,running,noun,11.7,7.0
4820,routinely,adverb,11.7,9.0
4821,fantastic,adjective,11.7,9.0
4822,till,conjunction,11.7,4.0
4823,liquid,adjective,11.7,6.0
4824,regard,noun,11.7,6.0
4825,pistol,noun,11.7,6.0
4826,calendar,noun,11.7,8.0
4827,headache,noun,11.7,8.0
4828,round,verb,11.7,5.0
4829,dancing,noun,11.7,7.0
4830,blast,noun,11.6,5.0
4831,battle,verb,11.6,6.0
4832,ego,noun,11.6,3.0
4833,mansion,noun,11.6,7.0
4834,bucket,noun,11.6,6.0
4835,arm,verb,11.6,3.0
4836,ridge,noun,11.6,5.0
4837,update,verb,11.6,6.0
4838,transit,noun,11.6,7.0
4839,blessing,noun,11.6,8.0
4840,radar,noun,11.6,5.0
4841,graduation,noun,11.6,10.0
4842,apart,preposition,11.6,5.0
4843,fatigue,noun,11.6,7.0
4844,privately,adverb,11.6,9.0
4845,invention,noun,11.6,9.0
4846,sudden,adverb,11.6,6.0
4847,one-third,number,11.6,9.0
4848,marble,noun,11.6,6.0
4849,authorize,verb,11.6,9.0
4850,arrow,noun,11.6,5.0
4851,prevail,verb,11.6,7.0
4852,denial,noun,11.6,6.0
4853,guarantee,noun,11.6,9.0
4854,exhaust,verb,11.6,7.0
4855,riot,noun,11.6,4.0
4856,old-fashioned,adjective,11.6,13.0
4857,tile,noun,11.6,4.0
4858,crowded,adjective,11.5,7.0
4859,brutal,adjective,11.5,6.0
4860,chemistry,noun,11.5,9.0
4861,rubber,adjective,11.5,6.0
4862,balloon,noun,11.5,7.0
4863,soak,verb,11.5,4.0
4864,cue,noun,11.5,3.0
4865,fog,noun,11.5,3.0
4866,diplomat,noun,11.5,8.0
4867,youngster,noun,11.5,9.0
4868,fish,verb,11.5,4.0
4869,coming,adjective,11.5,6.0
4870,dock,noun,11.5,4.0
4871,trouble,verb,11.5,7.0
4872,overnight,adverb,11.5,9.0
4873,economically,adverb,11.5,12.0
4874,forbid,verb,11.5,6.0
4875,globe,noun,11.5,5.0
4876,unhappy,adjective,11.5,7.0
4877,ribbon,noun,11.5,6.0
4878,hazard,noun,11.5,6.0
4879,charm,noun,11.5,5.0
4880,bulb,noun,11.5,4.0
4881,marker,noun,11.5,6.0
4882,accurately,adverb,11.5,10.0
4883,ironically,adverb,11.5,10.0
4884,marine,adjective,11.5,6.0
4885,sensor,noun,11.5,6.0
4886,coordinate,verb,11.4,10.0
4887,timber,noun,11.4,6.0
4888,shorts,noun,11.4,6.0
4889,bolt,noun,11.4,4.0
4890,broadcast,verb,11.4,9.0
4891,mention,noun,11.4,7.0
4892,defender,noun,11.4,8.0
4893,retreat,noun,11.4,7.0
4894,surveillance,noun,11.4,12.0
4895,slot,noun,11.4,4.0
4896,importantly,adverb,11.4,11.0
4897,cruel,adjective,11.4,5.0
4898,managing,adjective,11.4,8.0
4899,fragile,adjective,11.4,7.0
4900,harvest,noun,11.4,7.0
4901,swell,verb,11.4,5.0
4902,bronze,noun,11.4,6.0
4903,transmit,verb,11.4,8.0
4904,sunny,adjective,11.4,5.0
4905,electronics,noun,11.4,11.0
4906,trim,verb,11.4,4.0
4907,soften,verb,11.4,6.0
4908,spine,noun,11.4,5.0
4909,stereotype,noun,11.4,10.0
4910,seminar,noun,11.3,7.0
4911,nationwide,adverb,11.3,10.0
4912,drown,verb,11.3,5.0
4913,terribly,adverb,11.3,8.0
4914,kid,verb,11.3,3.0
4915,homework,noun,11.3,8.0
4916,worldwide,adjective,11.3,9.0
4917,leave,noun,11.3,5.0
4918,freely,adverb,11.3,6.0
4919,steadily,adverb,11.3,8.0
4920,within,adverb,11.3,6.0
4921,contributor,noun,11.3,11.0
4922,crowd,verb,11.3,5.0
4923,seller,noun,11.3,6.0
4924,neighboring,adjective,11.3,11.0
4925,lighting,noun,11.3,8.0
4926,launch,noun,11.3,6.0
4927,screen,verb,11.3,6.0
4928,till,preposition,11.3,4.0
4929,spy,noun,11.3,3.0
4930,foreigner,noun,11.3,9.0
4931,confession,noun,11.3,10.0
4932,spark,verb,11.3,5.0
4933,loyal,adjective,11.3,5.0
4934,harvest,verb,11.3,7.0
4935,preach,verb,11.3,6.0
4936,provoke,verb,11.3,7.0
4937,laundry,noun,11.3,7.0
4938,brave,adjective,11.2,5.0
4939,dense,adjective,11.2,5.0
4940,twist,noun,11.2,5.0
4941,flying,adjective,11.2,6.0
4942,devastating,adjective,11.2,11.0
4943,devil,noun,11.2,5.0
4944,technician,noun,11.2,10.0
4945,skilled,adjective,11.2,7.0
4946,honestly,adverb,11.2,8.0
4947,regain,verb,11.2,6.0
4948,manual,noun,11.2,6.0
4949,delight,noun,11.2,7.0
4950,beyond,adverb,11.2,6.0
4951,depart,verb,11.2,6.0
4952,severely,adverb,11.2,8.0
4953,butterfly,noun,11.2,9.0
4954,vacuum,noun,11.2,6.0
4955,contemplate,verb,11.2,11.0
4956,middle-class,adjective,11.2,12.0
4957,low,adverb,11.2,3.0
4958,meantime,noun,11.2,8.0
4959,warehouse,noun,11.2,9.0
4960,biography,noun,11.1,9.0
4961,weave,verb,11.1,5.0
4962,speculate,verb,11.1,9.0
4963,organized,adjective,11.1,9.0
4964,epidemic,noun,11.1,8.0
4965,seldom,adverb,11.1,6.0
4966,photograph,verb,11.1,10.0
4967,plea,noun,11.1,4.0
4968,compelling,adjective,11.1,10.0
4969,troubled,adjective,11.1,8.0
4970,cargo,noun,11.1,5.0
4971,disturbing,adjective,11.1,10.0
4972,naval,adjective,11.1,5.0
4973,accusation,noun,11.1,10.0
4974,overwhelm,verb,11.1,9.0
4975,convenience,noun,11.0,11.0
4976,apology,noun,11.0,7.0
4977,copy,verb,11.0,4.0
4978,sometime,adverb,11.0,8.0
4979,dictate,verb,11.0,7.0
4980,frustrate,verb,11.0,9.0
4981,accelerate,verb,10.9,10.0
4982,boring,adjective,10.9,6.0
4983,praise,noun,10.9,6.0
4984,public,adverb,10.8,6.0
4985,fatal,adjective,10.8,5.0
